,streams (int),speechiness_%,instrumentalness_%,liveness_%,acousticness_%,energy_%,valence_%,danceability_%,bpm,in_spotify_charts,in_spotify_playlists,artist_count,artist(s)_name,mode
465,351636786.0,3,0,13,14,87,91,72,101,0,1087,1,"[""Shakin' Stevens""]",Minor
466,473248298.0,6,0,34,88,32,86,60,143,0,10585,2,"['Frank Sinatra', 'B. Swanson Quartet']",Major
467,73981293.0,23,0,9,67,66,51,51,119,0,827,1,['SZA'],Minor
468,155653938.0,16,1,15,76,59,22,67,78,4,1420,2,"['SZA', 'Travis Scott']",Major
469,395591396.0,3,0,40,91,25,19,23,96,0,11940,3,"['Bing Crosby', 'John Scott Trotter & His Orchestra', 'Ken Darby Singers']",Major
470,429504768.0,4,0,18,36,58,87,51,180,0,888,1,['Chris Rea'],Major
471,242767149.0,5,0,8,39,76,35,34,126,0,9122,1,['Darlene Love'],Major
472,65362788.0,6,0,15,57,44,42,43,150,0,892,1,['SZA'],Major
473,67540165.0,4,0,34,9,74,47,53,90,0,989,1,['SZA'],Major
474,62019074.0,12,0,11,28,68,78,72,160,0,819,1,['SZA'],Major
475,135723538.0,4,0,10,24,94,60,59,114,0,2209,2,"['Ed Sheeran', 'Elton John']",Major
476,295998468.0,5,0,15,77,32,72,73,113,0,6290,3,"['Perry Como', 'The Fontane Sisters', 'Mitchell Ayres & His Orchestra']",Major
477,261116938.0,3,0,19,17,72,69,67,147,0,6952,1,['Britney Spears'],Major
478,136689549.0,3,0,10,3,59,92,70,100,2,313,2,"['Mabel Matiz', 'Mert Demir']",Minor
479,135611421.0,9,0,12,3,77,42,49,155,2,353,1,['RM'],Major
480,356709897.0,16,0,11,51,39,41,54,107,0,4094,1,['SZA'],Minor
481,110649992.0,5,0,38,9,54,15,80,112,0,880,2,"['Travis Scott', 'Metro Boomin']",Major
482,301869854.0,7,20,11,9,57,57,70,166,0,573,1,['ThxSoMch'],Major
483,127027715.0,4,0,8,81,36,96,69,107,0,3299,1,['Nat King Cole'],Minor
484,57144458.0,38,0,22,24,68,33,47,81,0,811,1,['SZA'],Major
485,56870689.0,7,0,11,5,46,77,79,150,0,899,1,['SZA'],Major
486,323437194.0,4,0,12,69,32,19,66,110,0,2415,2,"['Taylor Swift', 'Lana Del Rey']",Major
487,317726339.0,6,0,10,6,40,4,64,108,0,2304,1,['Taylor Swift'],Major
488,116144341.0,36,0,7,30,74,48,89,130,0,1003,4,"['Dj LK da Esc��cia', 'Tchakabum', 'mc jhenny', 'M']",Minor
489,328207708.0,7,0,9,6,56,39,70,164,0,2699,1,['Taylor Swift'],Major
490,608228647.0,4,0,66,2,68,42,80,114,20,2482,2,"['Bad Bunny', 'Jhay Cortez']",Minor
491,180577478.0,4,0,12,1,88,93,63,93,0,2577,2,"['Gwen Stefani', 'Blake Shelton']",Major
492,809306935.0,8,0,9,36,69,51,87,90,34,6821,2,"['Chencho Corleone', 'Rauw Alejandro']",Minor
493,49262961.0,8,0,39,78,68,35,45,128,0,714,1,['SZA'],Major
494,614555082.0,9,0,24,2,80,47,83,97,4,3185,2,"['Bad Bunny', 'Rauw Alejandro']",Major
495,245350949.0,8,0,7,79,71,94,69,152,0,8612,1,['Chuck Berry'],Minor
496,178660459.0,5,0,10,73,34,94,51,175,0,4326,1,['Frank Sinatra'],Major
497,51641685.0,8,0,16,67,55,48,61,116,0,680,1,['SZA'],Major
498,78139948.0,6,0,44,76,59,51,33,80,0,398,2,"['John Legend', 'Metro Boomin']",Minor
499,322336177.0,39,0,21,26,86,34,63,93,13,3328,2,"['Maldy', 'Karol G']",Minor
500,1007612429.0,5,0,37,30,54,42,70,122,0,7215,1,['Gayle'],Major
501,326792833.0,10,0,7,3,79,91,70,122,0,4440,1,['The Weeknd'],Major
502,391251368.0,3,0,16,4,58,60,70,135,6,2881,1,['The Weeknd'],Minor
503,349585590.0,5,0,31,62,47,45,60,109,0,2235,3,"['Lauren Spencer Smith', 'Lauren Spencer Smith', 'Lauren Spencer Smith']",Major
504,339659802.0,5,0,32,27,74,82,65,93,0,3711,1,['The Weeknd'],Minor
505,674772936.0,9,5,7,2,81,64,85,125,0,12403,2,"['Cherish', 'ACRAZE']",Minor
506,432719968.0,8,0,11,36,45,83,58,206,0,2785,7,"['Adassa', 'Mauro Castillo', 'Stephanie Beatriz', 'Encanto - Cast', 'Rhenzy Feliz', 'Diane Guerrero', 'Carolina Gaitan']",Minor
507,1309887447.0,3,0,13,1,77,44,76,130,17,14114,1,['Farruko'],Major
508,119238316.0,8,0,9,2,51,62,80,121,0,1915,1,['The Weeknd'],Minor
509,116903579.0,5,0,21,0,73,35,74,123,0,2297,1,['The Weeknd'],Minor
510,888046992.0,4,0,30,15,67,50,67,122,0,4375,1,['Jaymes Young'],Minor
511,200660871.0,3,0,8,0,79,50,53,143,0,2800,1,['The Weeknd'],Major
512,130655803.0,4,0,26,1,77,35,70,121,0,2597,1,['The Weeknd'],Minor
513,1887039593.0,18,0,11,28,66,68,56,166,6,15563,1,['Olivia Rodrigo'],Minor
514,88103848.0,3,0,60,36,64,27,41,135,0,1420,2,"['The Weeknd', 'Tyler - The Creator']",Major
515,101114984.0,21,0,35,44,59,49,49,87,0,1292,1,['The Weeknd'],Minor
516,1575467011.0,3,0,13,30,66,74,77,111,0,15867,2,"['SZA', 'Doja Cat']",Major
517,91656026.0,19,0,31,10,84,85,75,110,0,1178,2,"['The Weeknd', 'Lil Wayne']",Major
518,1042568408.0,7,0,9,30,61,19,66,130,0,6672,1,['Doja Cat'],Major
519,1735441776.0,15,0,38,30,51,76,61,179,0,12329,1,['Lil Nas X'],Minor
520,726837877.0,4,0,13,61,73,53,74,93,2,5669,1,['Ckay'],Minor
521,53933526.0,5,0,49,62,49,10,27,78,0,811,1,['The Weeknd'],Minor
522,267758538.0,31,0,4,2,58,37,65,180,0,1756,1,['Jessica Darrow'],Major
523,74601456.0,3,0,19,50,41,13,28,86,0,1014,1,['The Weeknd'],Minor
524,920797189.0,22,0,5,1,85,55,74,88,0,7963,1,['Lil Nas X'],Minor
525,539595276.0,5,0,7,4,78,72,68,97,0,4771,2,"['The Weeknd', 'Post Malone']",Major
526,1367810478.0,5,0,36,13,80,59,71,134,0,8559,1,['M��ne'],Minor
527,578207856.0,10,0,10,12,76,36,75,116,2,3221,2,"['Aitana', 'zzoilo']",Major
528,775542072.0,8,0,9,9,70,14,64,170,26,3423,3,"['Julieta Venegas', 'Bad Bunny', 'Tainy']",Minor
529,863625566.0,23,0,14,16,55,40,83,140,13,2566,1,['Lisa'],Minor
530,656013912.0,4,0,9,3,76,46,75,118,6,9151,2,"['Ti��sto', 'Ava']",Minor
531,1056760045.0,4,0,14,76,24,31,31,65,0,8476,1,['Billie Eilish'],Major
532,611994237.0,4,0,11,0,67,16,56,120,17,7495,2,"['The Weeknd', 'Swedish House Mafia']",Minor
533,1230855859.0,5,0,12,68,33,12,29,176,6,5257,2,"['Juan Cruz Toledo', 'Huilen Toledo']",Major
534,582981380.0,36,0,46,84,61,69,59,180,0,1795,1,['BoyWithUke'],Minor
535,1858144199.0,7,0,10,76,43,21,59,144,3,12685,1,['Olivia Rodrigo'],Major
536,240684449.0,27,0,14,38,61,52,82,133,1,648,3,"['Xam��', 'Gustah', 'Neo B']",Minor
537,583687007.0,3,0,9,28,52,21,63,93,5,4635,1,['Taylor Swift'],Major
538,63803529.0,3,0,23,34,62,25,77,122,0,1184,1,['The Weeknd'],Major
539,466214729.0,5,0,3,9,73,55,53,88,0,4431,1,['Adele'],Major
540,236940480.0,4,0,37,40,44,61,70,170,3,759,4,"['Lit Killah', 'Maria Becerra', 'Tiago pzk', 'NICKI NICOLE']",Minor
541,41924466.0,11,0,10,71,50,55,46,94,0,733,1,['The Weeknd'],Minor
542,225259194.0,16,0,13,12,47,46,65,170,0,2795,1,['Emmy Meli'],Major
543,393230256.0,8,0,66,57,70,79,79,90,2,2780,3,"['Justin Quiles', 'Lenny Tav��rez', 'BL']",Minor
544,287201015.0,3,0,9,62,29,7,40,78,0,1950,1,['Shawn Mendes'],Major
545,599770206.0,3,0,15,5,58,36,57,94,12,3947,1,['The Neighbourhood'],Major
546,342779426.0,14,0,36,0,41,11,83,73,0,2551,1,['Kodak Black'],Major
547,673801126.0,18,0,7,42,86,79,73,176,10,5375,2,"['Aventura', 'Bad Bunny']",Major
548,1168642797.0,4,1,10,40,63,57,81,128,8,11975,1,['Rauw Alejandro'],Minor
549,540539717.0,6,9,5,44,60,44,58,120,0,2696,3,"['Ckay', ""AX'EL"", 'Dj Yo!']",Major
550,383550148.0,4,0,35,6,62,85,63,82,0,4963,3,"['Bruno Mars', 'Anderson .Paak', 'Silk Sonic']",Major
551,530511203.0,3,0,9,2,47,40,77,95,0,6734,3,"['THE ANXIETY', 'Willow', 'Tyler Cole']",Major
552,37307967.0,29,0,4,11,94,52,44,118,0,715,1,['The Weeknd'],Major
553,510876816.0,3,0,14,8,86,93,75,123,9,3047,1,['Sebastian Yatra'],Minor
554,1445941661.0,18,0,42,38,68,49,63,90,0,14140,3,"['Justin Bieber', 'Daniel Caesar', 'Giveon']",Major
555,1763363713.0,5,0,11,40,57,14,73,110,21,11215,2,"['Bad Bunny', 'Jhay Cortez']",Minor
556,374191487.0,32,0,10,47,82,76,66,96,12,1678,2,"['Bizarrap', 'Tiago pzk']",Minor
557,108809090.0,11,0,23,35,55,58,56,88,0,2035,1,['Stromae'],Minor
558,436695353.0,5,0,24,17,85,60,73,98,2,2780,3,"['Chris Brown', 'Rvssian', 'Rauw Alejandro']",Minor
559,421040617.0,4,0,14,0,68,67,72,110,0,4091,3,"['NEIKED', 'Mae Muller', 'Polo G']",Minor
560,501541661.0,8,0,12,19,49,57,70,80,0,2868,1,['Oliver Tree'],Major
561,354065229.0,6,0,11,43,53,31,86,110,0,3643,3,"['Kali Uchis', 'Amaarae', 'Moliy']",Minor
562,1143647827.0,11,0,6,0,36,70,79,110,6,4779,1,['BTS'],Major
563,311395144.0,19,1,13,1,42,49,77,78,0,3517,3,"['Young Thug', 'Future', 'Gunna']",Minor
564,672656250.0,6,0,8,2,62,44,83,129,0,5073,2,"['Doja Cat', 'The Weeknd']",Major
565,1256880657.0,9,0,42,61,60,22,44,181,4,7545,1,['Olivia Rodrigo'],Major
566,1692897992.0,10,0,9,1,77,74,75,114,5,8528,1,['BTS'],Minor
567,245095641.0,35,1,11,5,65,39,74,144,0,2979,1,['Jnr Choi'],Major
568,686734357.0,4,0,12,9,68,18,66,101,2,7731,2,"['The Weeknd', 'Gesaffelstein']",Major
569,261414174.0,5,0,12,29,63,78,67,84,0,1057,2,"['Trueno', 'Tiago pzk']",Major
570,610045621.0,7,0,11,21,69,63,66,154,19,3272,3,"['Sech', 'Bad Bunny', 'Mora']",Major
571,1115880852.0,3,0,9,18,62,72,59,148,0,14417,3,"['Bruno Mars', 'Anderson .Paak', 'Silk Sonic']",Major
572,594482982.0,30,0,7,13,37,22,85,146,0,5199,3,"['Drake', 'Project Pat', '21 Savage']",Minor
573,566954746.0,6,0,26,20,79,51,77,120,0,6026,2,"['Ti��sto', 'Kar']",Minor
574,,3,0,17,7,69,75,53,110,0,2877,1,['Edison Lighthouse'],Major
575,374706940.0,5,0,13,95,30,82,77,136,3,4640,2,"['The Weeknd', 'ROSAL�']",Minor
576,184937148.0,36,0,6,12,63,56,59,141,0,1150,3,"['Olga Merediz', 'Stephanie Beatriz', 'Encanto - Cast']",Major
577,31959571.0,4,30,14,75,48,23,46,108,0,768,1,['The Weeknd'],Minor
578,167076418.0,5,0,9,76,36,47,42,94,0,925,1,['Sebastian Yatra'],Major
579,824420218.0,5,63,5,0,94,41,35,180,3,3006,1,['Surf Curse'],Major
580,363467642.0,5,0,16,5,79,51,77,122,0,3098,1,['Jason Derulo'],Major
581,1127468248.0,3,15,12,7,52,33,59,85,4,9771,1,['The Neighbourhood'],Major
582,60680939.0,7,0,7,0,73,29,68,148,0,807,2,"['21 Savage', 'Gunna']",Major
583,247737946.0,11,0,5,6,73,59,83,120,1,521,1,['IVE'],Major
584,1699402402.0,4,0,27,22,72,76,70,91,0,12854,2,"['24kgoldn', 'Iann Dior']",Minor
585,154797871.0,4,0,10,26,71,54,72,120,0,802,2,"['Stephanie Beatriz', 'Diane Guerrero']",Major
586,198883004.0,9,0,8,11,79,86,86,106,0,731,1,['Trueno'],Major
587,124407432.0,3,0,29,93,35,31,63,110,0,788,1,['David Kushner'],Major
588,850608354.0,13,0,8,81,45,36,39,169,4,3069,1,['Olivia Rodrigo'],Major
589,376333030.0,17,0,26,1,55,21,80,118,0,4651,1,['Kanye West'],Major
590,516784627.0,16,0,9,32,66,79,91,92,0,4999,1,['Doja Cat'],Minor
591,1608045237.0,6,0,9,63,60,19,45,112,24,8327,1,['Lewis Capaldi'],Major
592,506778838.0,21,0,13,26,91,56,79,140,3,3297,1,['Playboi Carti'],Major
593,1472799873.0,3,0,5,13,76,52,73,105,6,35684,1,['Adele'],Major
594,513643924.0,22,0,15,14,77,63,76,178,10,3506,1,['Maluma'],Major
595,261286503.0,9,0,8,57,42,71,96,108,0,2999,2,"['Ed Sheeran', 'Fireboy DML']",Minor
596,783706581.0,4,0,34,86,29,19,40,173,0,3681,1,['Olivia Rodrigo'],Major
597,422691058.0,6,0,34,3,90,40,67,101,10,4846,3,"['Prezioso', 'Gabry Ponte', 'LUM!X']",Major
598,1062345656.0,23,2,11,41,62,24,80,120,0,14311,1,['Ti��'],Minor
599,1252563873.0,12,0,9,44,80,66,73,144,0,8207,1,['Ariana Grande'],Major
600,851070493.0,4,0,18,0,61,96,75,133,0,4873,1,['M��ne'],Major
601,263894529.0,28,0,97,53,83,62,46,158,0,772,2,"['Mar��lia Mendon��a', 'George Henrique &']",Minor
602,345903614.0,7,0,8,9,90,92,81,120,0,1150,1,['TWICE'],Major
603,951637566.0,5,0,13,56,46,59,61,129,4,5398,1,['Giveon'],Major
604,956865266.0,13,0,26,5,89,45,74,102,0,7370,2,"['Sean Paul', 'Dua Lipa']",Major
605,427486004.0,5,0,5,2,84,79,79,124,0,6890,4,"['Charli XCX', 'Jax Jones', 'Joel Corry', 'Saweetie']",Minor
606,156658366.0,3,24,11,85,45,31,73,90,0,1966,1,['SALES'],Minor
607,624515457.0,31,0,12,46,52,65,78,161,0,2226,1,['Sleepy hallow'],Minor
608,777765388.0,5,0,8,90,33,11,60,120,0,4204,1,['Billie Eilish'],Major
609,412795151.0,3,0,23,7,57,12,45,81,0,1959,1,['Billie Eilish'],Major
610,1138474110.0,9,0,15,18,70,47,78,150,0,7191,1,['Masked Wolf'],Minor
611,355219175.0,10,0,13,10,84,58,76,105,0,2012,2,"['Anuel Aa', 'Jhay Cortez']",Major
612,290228626.0,4,0,6,38,67,76,63,79,2,1211,1,['NIKI'],Major
613,1062956628.0,3,0,11,51,61,7,52,146,2,7109,1,['Bruno Mars'],Minor
614,1180094974.0,5,0,9,79,37,8,64,124,0,6638,1,['Tate McRae'],Major
615,1456081449.0,4,0,24,2,85,66,53,126,8,17354,1,['Avicii'],Major
616,432702334.0,5,0,11,2,74,53,75,121,0,6392,1,['The Weeknd'],Major
617,489945871.0,14,0,32,0,60,33,80,136,0,5481,3,"['Drake', 'Future', 'Young Thug']",Minor
618,465959382.0,5,0,11,58,63,26,77,102,3,2636,1,['Rauw Alejandro'],Minor
619,1223481149.0,23,0,41,23,74,54,73,77,0,824,3,"['Imagine Dragons', 'League of Legends', 'Arcane']",Major
620,2864791672.0,10,0,18,69,59,54,82,98,0,24529,1,['Tones and I'],Minor
621,2288695111.0,24,0,33,38,48,22,44,84,0,14749,1,['Juice WRLD'],Minor
622,720825549.0,11,0,17,3,82,77,89,102,0,8087,2,"['J Balvin', 'Maria Becerra']",Major
623,2086124197.0,3,0,13,92,26,33,42,120,0,27221,1,['John Legend'],Major
624,1690192927.0,7,0,11,0,91,73,52,117,9,49991,1,['Nirvana'],Major
625,991336132.0,4,0,14,82,33,27,45,72,0,6646,1,['Duncan Laurence'],Minor
626,593917618.0,26,0,22,5,47,29,67,168,6,5403,2,"['Drake', 'Travis Scott']",Major
627,200972675.0,8,0,33,13,69,68,52,94,4,755,2,"['Tini', 'L-Gante']",Major
628,71014967.0,5,0,26,0,88,65,41,145,0,254,1,['SiM'],Major
629,560222750.0,33,0,23,1,61,14,71,134,5,6308,2,"['Kendrick Lamar', 'Baby Keem']",Major
630,1806617704.0,8,0,10,0,93,24,35,148,15,51979,1,['The Killers'],Major
631,77337771.0,6,0,60,9,89,40,60,127,0,246,1,['ENHYPEN'],Minor
632,528544703.0,16,0,8,11,66,79,74,172,0,6556,3,"['J Balvin', 'Nio Garcia', 'Bad Bunny']",Minor
633,865640097.0,8,4,34,21,46,19,75,90,0,5728,1,['Doja Cat'],Major
634,2159346687.0,3,0,26,38,40,30,57,96,12,16636,2,"['Lady Gaga', 'Bradley Cooper']",Major
635,211372494.0,4,0,36,46,67,65,74,138,0,461,1,['ENHYPEN'],Minor
636,651732901.0,4,0,13,0,72,67,72,120,4,4893,2,"['Marshmello', 'Jonas Brothers']",Major
637,608334048.0,4,0,34,1,74,65,70,125,2,1801,1,['BTS'],Major
638,863756573.0,13,0,30,1,86,80,82,123,0,12043,4,"['Riton', 'Nightcrawlers', 'Mufasa & Hypeman', 'Dopamine']",Major
639,797402345.0,24,0,13,41,54,44,79,81,0,4731,1,['Polo G'],Major
640,1695712020.0,20,0,8,7,85,10,55,171,0,22923,2,"['Eminem', 'Nate Dogg']",Major
641,1759567999.0,5,0,8,84,32,60,77,91,2,9974,1,['Maroon 5'],Major
642,223319934.0,11,0,14,10,76,61,56,84,0,1560,8,"['Arcangel', 'De La Ghetto', 'Justin Quiles', 'Lenny Tav��rez', 'Sech', 'Dalex', 'Dimelo Flow', 'Rich Music']",Minor
643,54937991.0,28,0,13,16,54,74,90,115,0,620,2,"['Gunna', 'Lil Baby']",Minor
644,226897599.0,3,0,49,4,89,70,69,125,0,3270,2,"['Katy Perry', 'Alesso']",Major
645,258316038.0,7,0,13,28,69,62,80,122,0,580,2,"['Mar��lia Mendon��a', 'Maiara &']",Minor
646,596152090.0,7,0,29,16,54,92,85,92,16,3406,2,"['Tini', 'Maria Becerra']",Major
647,177129919.0,8,0,11,17,75,75,63,90,0,903,3,"['Anuel Aa', 'Myke Towers', 'Jhay Cortez']",Minor
648,716591492.0,8,0,14,9,70,90,84,94,28,6809,2,"['Karol G', 'Becky G']",Minor
649,1210599487.0,24,0,6,18,78,53,81,93,0,33966,2,"['Dr. Dre', 'Snoop Dogg']",Major
650,246376690.0,7,0,10,30,76,50,51,130,5,590,1,['Jung Kook'],Minor
651,496311364.0,6,0,19,23,61,23,35,180,0,3766,1,['Dove Cameron'],Minor
652,146789379.0,3,0,28,92,31,31,53,134,0,1430,2,"['Ed Sheeran', 'Taylor Swift']",Major
653,843309044.0,25,0,8,3,89,31,92,95,0,31762,2,"['Dr. Dre', 'Snoop Dogg']",Minor
654,500340342.0,31,0,9,11,63,91,69,184,0,4049,1,['Charlie Puth'],Major
655,107255472.0,38,0,32,10,80,50,47,147,0,2096,3,"['Kanye West', 'Alicia Keys', 'Fivio Foreign']",Minor
656,135079152.0,3,0,26,40,60,44,52,123,0,1175,2,"['Mahmood', 'Blanco']",Major
657,822239726.0,22,0,17,3,61,49,91,123,11,29499,1,['Frank Ocean'],Minor
658,1202722675.0,37,0,7,26,71,79,90,90,7,30427,1,['50 Cent'],Minor
659,343197054.0,4,0,12,1,64,65,61,160,0,2711,1,['Tate McRae'],Minor
660,240769997.0,4,0,48,8,71,37,60,115,0,4310,1,['Yung Lean'],Major
661,426204830.0,9,0,34,2,67,17,37,141,0,5342,2,"['Labrinth', 'Zendaya']",Major
662,421135627.0,8,0,8,7,88,30,31,160,0,2393,1,['The Rare Occasions'],Major
663,554875730.0,4,6,15,4,66,23,57,145,7,3444,1,['Labrinth'],Major
664,467727006.0,22,8,8,23,43,43,46,89,0,5443,1,['Labrinth'],Minor
665,327498031.0,8,0,15,8,72,49,84,95,4,272,3,"['Intense', 'AP Dhillon', 'Gurinder Gill']",Minor
666,185408548.0,4,0,38,3,62,47,60,160,0,975,1,['Juice WRLD'],Major
667,245400167.0,30,0,7,44,75,74,67,174,1,1034,6,"['Quevedo', 'La Pantera', 'Juseph', 'Cruz Cafun��', 'B��jo', 'Abhir Hathi']",Minor
668,579395142.0,4,0,38,3,84,76,77,92,0,18773,3,"['Dr. Dre', '2Pac', 'Roger']",Major
669,675039469.0,8,0,17,9,74,61,93,134,0,19067,2,"['Eminem', 'Dr. Dre']",Major
670,252871192.0,17,0,28,1,86,4,31,172,2,3541,2,"['Luude', 'Colin Hay']",Minor
671,231996128.0,13,0,8,6,62,92,76,80,0,1492,1,['Ryan Castro'],Major
672,1929770265.0,12,0,9,0,60,42,91,150,1,33206,1,['Kendrick Lamar'],Minor
673,918915401.0,21,0,45,4,74,53,78,80,0,17115,2,"['Eminem', 'Dido']",Minor
674,1180896317.0,34,0,29,14,75,83,81,166,0,6955,2,"['GODZZ__-', 'Zakaria']",Minor
675,498960285.0,4,0,8,27,54,8,67,120,0,2742,1,['Chase Atlantic'],Major
676,685071800.0,6,0,11,17,79,89,86,92,11,4214,1,['Bad Bunny'],Major
677,258714692.0,9,0,26,30,52,61,74,85,0,2026,1,['Em Beihold'],Minor
678,143139338.0,7,0,9,66,52,86,79,154,0,352,2,"['Mainstreet', 'Chefin']",Minor
679,209768491.0,6,0,14,28,74,37,73,92,0,1517,2,"['Alvaro Diaz', 'Rauw Alejandro']",Minor
680,64714573.0,5,0,13,6,70,75,89,140,0,847,2,"['Nicki Minaj', 'Lil Baby']",Major
681,50746620.0,40,0,10,11,60,60,65,89,0,910,1,['Future'],Major
682,154119539.0,5,0,8,16,86,89,89,135,0,601,1,['Z�� Fe'],Minor
683,181328253.0,18,0,11,60,53,66,51,140,0,1800,1,['Muni Long'],Minor
684,370068639.0,3,91,9,8,76,44,47,82,0,1930,1,['Vundabar'],Major
685,2280566092.0,3,0,18,47,45,58,78,79,0,33032,1,['Ed Sheeran'],Major
686,563902868.0,12,27,21,47,63,31,31,88,0,6332,1,['Labrinth'],Major
687,317622165.0,4,0,12,70,38,18,44,139,9,509,1,['V'],Major
688,291709698.0,7,0,90,55,83,68,73,124,2,971,2,"['Mar��lia Mendon��a', 'Hugo & G']",Minor
689,203680270.0,21,0,9,73,55,45,39,80,0,2578,1,['Labrinth'],Minor
690,81350745.0,40,0,12,47,51,54,84,120,0,1064,2,"['Nicki Minaj', 'Lil Baby']",Minor
691,282883169.0,3,72,11,92,46,19,56,80,0,3618,1,['Labrinth'],Minor
692,64787943.0,24,0,24,11,86,62,92,117,0,1040,2,"['Eminem', 'Dr. Dre']",Major
693,2484812918.0,3,0,8,4,52,77,76,117,2,15010,2,"['Shawn Mendes', 'Camila Cabello']",Minor
694,461437791.0,11,0,67,10,73,46,62,140,0,4708,1,['Tyler - The Creator'],Minor
695,1439191367.0,5,0,10,2,77,57,68,99,1,13454,1,['Harry Styles'],Major
696,759208783.0,5,0,8,3,87,59,74,93,20,4890,2,"['Daddy Yankee', 'Bad Bunny']",Major
697,368646862.0,3,42,11,74,20,8,44,106,0,9514,1,['Nirvana'],Major
698,299634472.0,22,0,10,17,63,68,81,124,0,3501,2,"['Dua Lipa', 'Megan Thee Stallion']",Major
699,756907987.0,4,0,33,18,70,96,76,95,4,6111,2,"['Camila Cabello', 'Ed Sheeran']",Major
700,682475162.0,8,0,5,10,53,82,87,96,32,5415,1,['Cris Mj'],Minor
701,546191065.0,8,0,9,15,73,40,81,92,2,4673,1,['Anitta'],Minor
702,229473310.0,28,0,10,35,37,36,95,124,3,1856,1,['Dave'],Major
703,202677468.0,4,9,12,70,44,76,64,72,2,200,1,['Tulus'],Major
704,121913181.0,3,0,30,19,20,26,28,71,0,1888,1,['Labrinth'],Minor
705,208166039.0,8,0,10,4,57,55,78,135,2,911,2,"['Mc Pedrinho', 'Pedro Sampaio']",Minor
706,527033089.0,24,0,5,4,70,56,81,95,2,2954,1,['Zion & Lennox'],Major
707,94616487.0,40,0,11,56,74,70,59,71,0,461,2,"['Residente', 'Bizarrap']",Minor
708,394030335.0,37,0,10,6,68,71,80,180,2,2844,1,['Ryan Castro'],Minor
709,193443895.0,9,0,12,0,58,11,65,150,0,2939,1,['Jack Harlow'],Minor
710,299648208.0,4,0,7,40,44,86,55,189,11,695,1,['Eden Mu��'],Major
711,182978249.0,4,0,7,49,64,55,72,85,0,328,1,['Treasure'],Major
712,319757142.0,3,0,34,44,45,73,59,140,16,866,1,['Christian Nodal'],Major
713,109091573.0,20,0,17,6,70,68,77,81,0,1550,2,"['Kevin Gates', 'Juicy J']",Major
714,153240879.0,4,0,9,2,65,24,80,104,0,1729,2,"['Tyga', 'Doja Cat']",Minor
715,346127840.0,6,0,8,62,44,33,42,129,0,2005,1,['JVKE'],Major
716,312622938.0,4,0,25,20,80,81,76,94,0,1188,1,['Bad Bunny'],Minor
717,2197010679.0,5,0,30,27,40,23,41,71,3,40112,1,['Queen'],Minor
718,1200808494.0,6,0,15,66,46,23,59,146,0,3659,1,['XXXTENTACION'],Minor
719,797196073.0,8,0,29,5,88,90,69,103,0,9833,1,['Dua Lipa'],Minor
720,1970673297.0,5,0,16,0,78,66,53,124,34,50887,1,['Avicii'],Major
721,665765558.0,13,0,7,24,58,71,70,164,0,3257,1,['Olivia Rodrigo'],Minor
722,263779030.0,9,0,10,12,57,35,69,138,0,1473,1,['YEAT'],Major
723,339473453.0,39,0,10,13,46,37,67,126,0,2226,1,['C. Tangana'],Minor
724,2204080728.0,4,0,17,3,65,47,61,103,21,23375,2,"['The Chainsmokers', 'Coldplay']",Minor
725,2591224264.0,3,0,11,41,52,64,75,95,0,28032,2,"['The Chainsmokers', 'Halsey']",Major
726,135444283.0,29,0,6,4,77,28,39,200,0,290,1,['NMIXX'],Minor
727,1457139296.0,4,0,10,54,52,75,86,129,0,42798,2,"['Gotye', 'Kimbra']",Major
728,236872197.0,14,0,36,38,43,33,68,98,0,2605,2,"['AnnenMayKantereit', 'Giant Rooks']",Minor
729,694525298.0,10,0,11,3,56,32,91,107,0,8737,1,['Jack Harlow'],Major
730,240661097.0,4,0,7,5,83,56,58,174,0,1105,1,['Paulo Londra'],Major
731,421365166.0,14,0,13,32,67,27,45,92,21,2499,1,['Danny Ocean'],Major
732,349746291.0,5,0,11,9,83,59,81,90,1,2697,2,"['Daddy Yankee', 'Bad Bunny']",Major
733,255120451.0,4,0,58,2,69,58,60,147,0,2092,1,['Shawn Mendes'],Major
734,190981339.0,12,0,10,16,55,41,68,143,0,1185,1,['Lil Tjay'],Major
735,924193303.0,3,0,10,3,71,63,76,101,0,11985,1,['Willow'],Minor
736,305771063.0,4,0,33,0,71,54,70,118,8,753,1,['IVE'],Minor
737,273005485.0,6,0,16,14,74,63,83,98,0,2995,3,"['Feid', 'Alejo', 'Robi']",Minor
738,89566512.0,6,0,9,24,46,22,72,138,0,225,1,['Paulo Londra'],Minor
739,677389855.0,4,0,8,1,62,30,59,114,0,9243,1,['Demi Lovato'],Minor
740,75476209.0,8,0,9,34,64,45,63,180,0,918,2,"['Camila Cabello', 'Willow']",Minor
741,408843328.0,3,0,13,1,57,41,56,145,9,1959,1,['Troye Sivan'],Major
742,187772591.0,4,0,7,1,64,63,78,115,4,540,3,"['Matu��', 'Wiu', '']",Minor
743,178512385.0,23,0,21,13,84,48,79,82,0,859,3,"['De La Ghetto', 'Duki', 'Quevedo']",Major
744,101780047.0,34,0,10,2,61,22,70,166,0,1116,1,['Lil Baby'],Major
745,118381354.0,16,0,60,29,79,91,86,92,2,273,3,"['Ak4:20', 'Cris Mj', 'Pailita']",Major
